SubjectID,ToolInstances,ServerTimestamp,ServerTimezone,CourseID,AssignmentID,ProblemID,CodeStateID,IsEventOrderingConsistent,EventType,Score,Compile.Result,CompileMessageType,CompileMessageData,EventID,Order,ParentEventID
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:25,0,CS 1,492,32,b50a6c8d6ae5ee43be43e23cf2c82c01b586ad8e3f718bc83219214965d62057,True,Run.Program,0.0,,,,318111,318111,
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:25,0,CS 1,492,32,b50a6c8d6ae5ee43be43e23cf2c82c01b586ad8e3f718bc83219214965d62057,True,Compile,,Error,,,318112,318112,318111.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:25,0,CS 1,492,32,b50a6c8d6ae5ee43be43e23cf2c82c01b586ad8e3f718bc83219214965d62057,True,Compile.Error,,,SyntaxError,line 11: error: ')' expected,318113,318113,318112.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:35,0,CS 1,492,32,e8c911e99cf4463a2dbcb4a1f6aa9508a562e328e2c2ac9ac46384e9e443c45a,True,Run.Program,0.0,,,,318114,318114,
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:35,0,CS 1,492,32,e8c911e99cf4463a2dbcb4a1f6aa9508a562e328e2c2ac9ac46384e9e443c45a,True,Compile,,Error,,,318115,318115,318114.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:35,0,CS 1,492,32,e8c911e99cf4463a2dbcb4a1f6aa9508a562e328e2c2ac9ac46384e9e443c45a,True,Compile.Error,,,SyntaxError,line 10: error: bad operand types for binary operator '&&',318116,318116,318115.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Run.Program,0.0,,,,318117,318117,
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile,,Error,,,318118,318118,318117.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile.Error,,,SyntaxError,line 11: error: ')' expected. ,318119,318119,318118.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile.Error,,,SyntaxError,line 16: error: 'else' without 'if'. ,318120,318120,318118.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile.Error,,,SyntaxError,line 24: error: illegal start of type. ,318121,318121,318118.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile.Error,,,SyntaxError,line 24: error: ';' expected. ,318122,318122,318118.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:43,0,CS 1,492,32,50bf766bec463df64a6d7bd0af507500cc16ed0aba0d4b52d542f4ae0f5b9c26,True,Compile.Error,,,SyntaxError,"line 25: error: class, interface, or enum expected, maybe a missing delimiter or closing brace?",318123,318123,318118.0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:56,0,CS 1,492,32,d016a5c450db267f76607bbf9fb7bbc3b11f4ec7606a6c740e50122f0ea7e91a,True,Run.Program,0.0,,,,318124,318124,
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,Java 8; CodeWorkout,2019-10-29T03:09:56,0,CS 1,492,32,d016a5c450db267f76607bbf9fb7bbc3b11f4ec7606a6c740e50122f0ea7e91a,True,Compile,,Error,,,318125,318125,318124.0
