SubjectID,ToolInstances,ServerTimestamp,ServerTimezone,CourseID,AssignmentID,ProblemID,CodeStateID,IsEventOrderingConsistent,EventType,Score,Compile.Result,CompileMessageType,CompileMessageData,EventID,Order,ParentEventID
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:40:47,0,CS 1,439,1,ce77c44db61888b7aae610a0c5a97896feccdf349d6a4c3bab196ea292ad32c3,True,Run.Program,0.0,,,,168634,168634,
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:40:47,0,CS 1,439,1,ce77c44db61888b7aae610a0c5a97896feccdf349d6a4c3bab196ea292ad32c3,True,Compile,,Error,,,168635,168635,168634.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:40:47,0,CS 1,439,1,ce77c44db61888b7aae610a0c5a97896feccdf349d6a4c3bab196ea292ad32c3,True,Compile.Error,,,SyntaxError,line 3: error: bad operand types for binary operator '<=',168636,168636,168635.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Run.Program,0.0,,,,168637,168637,
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile,,Error,,,168638,168638,168637.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of type. ,168639,168639,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,168640,168640,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,168641,168641,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of type. ,168642,168642,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,168643,168643,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 3: error: ';' expected. ,168644,168644,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 4: error: not a statement. ,168645,168645,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:03,0,CS 1,439,1,80d95468bf2b8fc56e16f7a323725bf38b6a4f2660052b74b4e638eebe836e1c,True,Compile.Error,,,SyntaxError,line 6: error: 'else' without 'if',168646,168646,168638.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:19,0,CS 1,439,1,3f9db63cfc3cc0370de8b3b84796e7248e22a76c87b1bdc2804c968ba3584018,True,Run.Program,0.0,,,,168647,168647,
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:19,0,CS 1,439,1,3f9db63cfc3cc0370de8b3b84796e7248e22a76c87b1bdc2804c968ba3584018,True,Compile,,Error,,,168648,168648,168647.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:19,0,CS 1,439,1,3f9db63cfc3cc0370de8b3b84796e7248e22a76c87b1bdc2804c968ba3584018,True,Compile.Error,,,SyntaxError,line 3: error: bad operand types for binary operator '<=',168649,168649,168648.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:37,0,CS 1,439,1,59fbc9e6462f445e004c3519793e399fdc947ab0ea3937b4096b3820e56716b6,True,Run.Program,0.0,,,,168650,168650,
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:37,0,CS 1,439,1,59fbc9e6462f445e004c3519793e399fdc947ab0ea3937b4096b3820e56716b6,True,Compile,,Error,,,168651,168651,168650.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:37,0,CS 1,439,1,59fbc9e6462f445e004c3519793e399fdc947ab0ea3937b4096b3820e56716b6,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,168652,168652,168651.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:41:37,0,CS 1,439,1,59fbc9e6462f445e004c3519793e399fdc947ab0ea3937b4096b3820e56716b6,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression,168653,168653,168651.0
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:42:30,0,CS 1,439,1,49170daf29c2499813896219f49327f7de4e7bebfa8a1a7a98267ae4f0b77547,True,Run.Program,0.0,,,,168654,168654,
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,Java 8; CodeWorkout,2019-09-30T13:42:30,0,CS 1,439,1,49170daf29c2499813896219f49327f7de4e7bebfa8a1a7a98267ae4f0b77547,True,Compile,,Error,,,168655,168655,168654.0
